dialog_act,utterance
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"noise thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you goodbye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you and good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"unintelligible thank you goodbye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you goodbye
"
thankyou,"okay thats all thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you
"
thankyou,"thank you
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"okay thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you is there anything else
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you
"
thankyou,"okay thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"okay thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"okay thank you
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"okay thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"okay uh thank you and good bye
"
thankyou,"okay thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"water cherries thank you good bye
"
thankyou,"okay thank you bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"okay thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you and good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"okay thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"ah thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"okay thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you and price range
"
thankyou,"thank you good bye
"
thankyou,"thanks us
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye noise
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"okay thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"uh thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"oh thank you goodbye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"okay thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank thank
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"noise thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"okay ah i think thatll do it thank you and goodbye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"okay thank you
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"okay thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"ok thanks goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"okay thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"okay thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you
"
thankyou,"thank you
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye noise
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"okay thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"okay thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
null,"noise
"
null,"unintelligible
"
null,"okay
"
null,"unintelligible
"
null,"uh what is the
"
null,"noise
"
null,"noise
"
null,"is there
"
null,"type
"
null,"unintelligible
"
null,"noise
"
null,"noise
"
null,"opean
"
null,"unintelligible
"
null,"system
"
null,"unintelligible
"
null,"okay
"
null,"sil
"
null,"sil
"
null,"sil
"
null,"unintelligible
"
null,"noise
"
null,"sil
"
null,"noise
"
null,"noise
"
null,"unintelligible
"
null,"noise
"
null,"sil
"
null,"noise
"
null,"im loo
"
null,"inaudible
"
null,"noise
"
null,"unintelligible range
"
null,"sil
"
null,"noise
"
null,"noise
"
null,"ring
"
null,"sil
"
null,"um
"
null,"unintelligible
"
null,"noise
"
null,"i would like
"
null,"noise
"
null,"unintelligible
"
null,"uh
"
null,"dress
"
null,"sil
"
null,"unintelligible
"
null,"unintelligible
"
null,"show me the next
"
null,"that serves
"
null,"okay
"
null,"sil
"
null,"medium
"
null,"sea
"
null,"unintelligible
"
null,"sil
"
null,"what is the uh
"
null,"unintelligible
"
null,"i need cant
"
null,"uh
"
null,"unintelligible
"
null,"cough
"
null,"modern europene
"
null,"breathing
"
null,"noise
"
null,"okay
"
null,"sil
"
null,"pizza
"
null,"sil
"
null,"blow
"
null,"sil
"
null,"sil
"
null,"unintelligible
"
null,"noise
"
null,"sil
"
null,"noise
"
null,"noise
"
null,"unintelligible
"
null,"sil
"
null,"sil
"
null,"how about
"
null,"unintelligible
"
null,"sil
"
null,"just a moment
"
null,"sil
"
null,"noise
"
null,"sil
"
null,"sil
"
null,"noise
"
null,"breathing
"
null,"cough
"
null,"noise
"
null,"unintelligible
"
null,"noise
"
null,"noise
"
null,"sil
"
null,"okay can i
"
null,"noise
"
null,"system
"
null,"noise
"
null,"how about
"
null,"none
"
null,"sil
"
null,"sil
"
null,"unintelligible
"
null,"sil
"
null,"um
"
null,"cant
"
null,"unintelligible
"
null,"wait
"
null,"cough
"
null,"what about us
"
null,"unintelligible
"
null,"noise
"
null,"sil
"
null,"noise
"
null,"noise
"
null,"unintelligible
"
null,"sil
"
null,"cough
"
null,"noise
"
null,"sil
"
null,"sil
"
null,"sil
"
null,"what about
"
null,"how about
"
null,"sil
"
null,"what was
"
null,"noise
"
null,"sil
"
null,"noise
"
null,"sil
"
null,"now
"
null,"old
"
null,"noise
"
null,"sil
"
null,"noise
"
null,"sil
"
null,"unintelligible
"
null,"sil
"
null,"arts town
"
null,"cannabis
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"sil
"
null,"how about
"
null,"noise
"
null,"unintelligible
"
null,"noise
"
null,"noise
"
null,"i would like
"
null,"sil
"
null,"give me the least
"
null,"noise
"
null,"you tell me
"
null,"um
"
null,"noise
"
null,"type
"
null,"unintelligible
"
null,"unintelligible
"
null,"sil
"
null,"serve
"
null,"sil
"
null,"unintelligible
"
null,"sil
"
null,"i want
"
null,"dont
"
null,"unintelligible
"
null,"inaudible
"
null,"noise
"
null,"breathing
"
null,"unintelligible
"
null,"sil
"
null,"noise
"
null,"sil
"
null,"sil
"
null,"sil
"
null,"sil
"
null,"noise
"
null,"unintelligible
"
null,"noise
"
null,"um how about
"
null,"i need
"
null,"i want
"
null,"noise
"
null,"um
"
null,"unintelligible
"
null,"noise
"
null,"sil
"
null,"sil
"
null,"sil
"
null,"i would like
"
null,"unintelligible
"
null,"okay
"
null,"noise
"
null,"unintelligible
"
null,"noise
"
null,"okay and um
"
null,"noise
"
null,"hello welcome to the cambridge system
"
null,"unintelligible
"
null,"noise
"
null,"and ah
"
null,"noise okay
"
null,"noise
"
null,"noise
"
null,"sil
"
null,"sil
"
null,"system
"
null,"sil
"
null,"system
"
null,"noise
"
null,"tape
"
null,"noise
"
null,"and
"
null,"breathing
"
null,"unintelligible
"
null,"unintelligible
"
null,"oh my god
"
null,"nor
"
null,"sil
"
null,"sil
"
null,"okay just regular ecuadorean food
"
null,"sil
"
null,"unintelligible
"
null,"noise
"
null,"sil
"
null,"noise
"
null,"unintelligible
"
null,"breathing
"
null,"sil
"
null,"unintelligible
"
null,"okay
"
null,"sil
"
null,"unintelligible
"
null,"noise
"
null,"id like to find
"
null,"sil
"
null,"system
"
null,"sil
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"adress
"
null,"noise
"
null,"sil
"
null,"cough
"
null,"noise
"
null,"modern europene
"
null,"i dont want pizza
"
null,"okay
"
null,"none
"
null,"unintelligible
"
null,"background_speech
"
null,"breathing
"
null,"sil
"
null,"noise
"
null,"what about unintelligible food restaurants
"
null,"sil
"
null,"noise
"
null,"unintelligible
"
null,"noise
"
null,"sil
"
null,"unintelligible
"
null,"sil
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"sil
"
null,"noise
"
null,"sil
"
null,"um hm
"
null,"unintelligible
"
null,"sil
"
null,"sil
"
null,"sil
"
null,"unintelligible
"
null,"static
"
