dialog_act,utterance
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"okay thank you
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"okay thank you bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you
"
thankyou,"thank you
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you goodbye
"
thankyou,"thank you goodbye
"
thankyou,"thank you goodbye
"
thankyou,"thank you goodbye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"alright thank you bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"oh my god thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"okay thank you
"
thankyou,"thank you goodbye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"okay thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"okay thank you good bye
"
thankyou,"okay thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"okay thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thanks us
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"um thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you
"
thankyou,"thank you good bye
"
thankyou,"thank
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you
"
thankyou,"thank you
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"breath thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"okay thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you
"
thankyou,"thank you
"
thankyou,"thank you
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"okay thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"okay thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"awesome thank you good bye
"
thankyou,"thank you
"
thankyou,"thank you good bye
"
thankyou,"okay thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you
"
thankyou,"thank you goodbye
"
thankyou,"thank you goodbye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
thankyou,"thank you good bye
"
null,"hello welcome to the cambridge system
"
null,"um
"
null,"okay
"
null,"noise
"
null,"im looking
"
null,"im looking
"
null,"sil
"
null,"care
"
null,"cough
"
null,"cough
"
null,"cough
"
null,"cough
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"cough
"
null,"noise
"
null,"unintelligible
"
null,"unintelligible
"
null,"sil
"
null,"tv_noise
"
null,"tv_noise
"
null,"tv_noise
"
null,"tv_noise
"
null,"tv_noise
"
null,"tv_noise
"
null,"noise
"
null,"sil
"
null,"sil
"
null,"sil
"
null,"sil
"
null,"sil
"
null,"sil
"
null,"can i have an
"
null,"unintelligible
"
null,"noise
"
null,"um hm
"
null,"sil
"
null,"okay how about
"
null,"noise
"
null,"sil
"
null,"noise
"
null,"unintelligible
"
null,"can i get
"
null,"worthless system
"
null,"re
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"what is the
"
null,"unintelligible
"
null,"the adra
"
null,"okay
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"noise
"
null,"cough
"
null,"cough
"
null,"noise
"
null,"okay
"
null,"okay
"
null,"unintelligible
"
null,"noise
"
null,"and ah
"
null,"unintelligible
"
null,"uh
"
null,"sil
"
null,"unintelligible
"
null,"how about
"
null,"noise
"
null,"sil
"
null,"find
"
null,"sil
"
null,"noise
"
null,"unintelligible
"
null,"noise
"
null,"unintelligible
"
null,"noise
"
null,"unintelligible
"
null,"i need
"
null,"and
"
null,"sil
"
null,"noise
"
null,"unintelligible
"
null,"how about unintelligible
"
null,"serve
"
null,"noise
"
null,"id like a
"
null,"how about
"
null,"sil
"
null,"unintelligible
"
null,"unintelligible
"
null,"sil
"
null,"sil
"
null,"none
"
null,"okay
"
null,"okay
"
null,"are there any
"
null,"i need
"
null,"now
"
null,"now
"
null,"now
"
null,"now
"
null,"now
"
null,"on the rest and the
"
null,"noise
"
null,"nor
"
null,"okay ital
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"noise
"
null,"the
"
null,"sil
"
null,"sil
"
null,"noise
"
null,"noise
"
null,"cough
"
null,"how about
"
null,"unintelligible
"
null,"can
"
null,"unintelligible
"
null,"viet
"
null,"who is it by
"
null,"unintelligible
"
null,"modern europene
"
null,"im
"
null,"can i
"
null,"sil
"
null,"that is all
"
null,"can i get a
"
null,"sil
"
null,"the addre
"
null,"unintelligible
"
null,"noise
"
null,"i am
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"noise
"
null,"noise
"
null,"im sorry
"
null,"modern europene
"
null,"sil
"
null,"than
"
null,"um
"
null,"unintelligible
"
null,"unintelligible
"
null,"im looking
"
null,"im looking
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"unintelligible
"
null,"unintelligible
"
null,"sil
"
null,"breathing
"
null,"breathing
"
null,"noise
"
null,"okay
"
null,"noise
"
null,"noise
"
null,"unintelligible
"
null,"previews
"
null,"any thing else
"
null,"thats fine
"
null,"i want to know
"
null,"um
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"sil
"
null,"bad
"
null,"sil
"
null,"sil
"
null,"okay
"
null,"noise
"
null,"unintelligible
"
null,"noise
"
null,"the addre
"
null,"new
"
null,"noise
"
null,"incorrect
"
null,"sil
"
null,"sil
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"how about
"
null,"noise
"
null,"first one
"
null,"none
"
null,"unintelligible
"
null,"unintelligible
"
null,"noise
"
null,"noise
"
null,"viet
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"serving in
"
null,"noise
"
null,"cough
"
null,"noise
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"how about unintelligible
"
null,"how about unintelligible
"
null,"how about
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"noise
"
null,"can i get a
"
null,"uh
"
null,"okay and um
"
null,"okay
"
null,"um
"
null,"i would like
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"care
"
null,"noise
"
null,"what is available in the ar
"
null,"suggestions
"
null,"unintelligible
"
null,"is there one serving
"
null,"can i
"
null,"sil
"
null,"sil
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"sil
"
null,"sil
"
null,"noise
"
null,"noise
"
null,"what is one of them
"
null,"sil
"
null,"sil
"
null,"sil
"
null,"sil
"
null,"sil
"
null,"sil
"
null,"unintelligible
"
null,"unintelligible
"
null,"i want
"
null,"breathing
"
null,"noise
"
null,"noise
"
null,"unintelligible
"
null,"unintelligible
"
null,"sil
"
null,"sil
"
null,"i want
"
null,"sil
"
null,"sil
"
null,"sil
"
null,"unintelligible
"
null,"kish
"
null,"range
"
null,"range
"
null,"noise
"
null,"noise
"
null,"croatia
"
null,"town
"
null,"not sure
"
null,"unintelligible
"
null,"unintelligible
"
null,"okay
"
null,"unintelligible
"
null,"unintelligible
"
null,"sil
"
null,"serve
"
null,"unintelligible
"
null,"of the venue
"
null,"noise
"
null,"sil
"
null,"unintelligible
"
null,"unintelligible
"
null,"how about
"
null,"sil
"
null,"okay
"
null,"okay
"
null,"that serves
"
null,"what do you recommend
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"and whats the other one
"
null,"sil
"
null,"unintelligible
"
null,"noise
"
null,"sil
"
null,"sil
"
null,"noise
"
null,"sil
"
null,"unintelligible
"
null,"noise
"
null,"sil
"
null,"sil
"
null,"sil
"
null,"unintelligible
"
null,"unintelligible
"
null,"id like to find
"
null,"sigh
"
null,"sil
"
null,"whats the ph
"
null,"nt care
"
null,"cough
"
null,"uh i want to find
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"um
"
null,"unintelligible
"
null,"unintelligible
"
null,"um how about
"
null,"unintelligible
"
null,"okay
"
null,"cough
"
null,"uh
"
null,"both
"
null,"both
"
null,"unintelligible
"
null,"noise
"
null,"noise
"
null,"sil
"
null,"breathing
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"noise
"
null,"noise
"
null,"sil
"
null,"thats fine
"
null,"noise
"
null,"laughing
"
null,"whats the other one
"
null,"noise
"
null,"okay um can i have the other
"
null,"okay uh what about the other
"
null,"okay
"
null,"um
"
null,"unintelligible
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"okay what was the first one
"
null,"unintelligible
"
null,"sil
"
null,"sil
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"sil
"
null,"sil
"
null,"unintelligible
"
null,"unintelligible
"
null,"care
"
null,"is there any
"
null,"for a
"
null,"unintelligible
"
null,"unintelligible
"
null,"what is the
"
null,"noise
"
null,"noise
"
null,"opean
"
null,"unintelligible
"
null,"unintelligible
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"unintelligible
"
null,"unintelligible
"
null,"sil
"
null,"noise
"
null,"in the ea
"
null,"serves
"
null,"noise
"
null,"unintelligible
"
null,"noise
"
null,"noise
"
null,"is there
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"noise
"
null,"can i
"
null,"sil
"
null,"um hm
"
null,"uh
"
null,"okay
"
null,"sil
"
null,"okay
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"im looking
"
null,"noise
"
null,"sil
"
null,"i want
"
null,"noise
"
null,"sil
"
null,"unintelligible
"
null,"cannabis
"
null,"cannabis
"
null,"sil
"
null,"i would like a
"
null,"unintelligible
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"unintelligible
"
null,"sorry
"
null,"cough
"
null,"noise
"
null,"okay
"
null,"okay
"
null,"okay can i
"
null,"uh what is the
"
null,"show me the next
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"noise
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"noise
"
null,"and whats their
"
null,"sil
"
null,"and whats the postal code
"
null,"noise
"
null,"noise
"
null,"sil
"
null,"sil
"
null,"noise
"
null,"knocking
"
null,"knocking
"
null,"noise
"
null,"noise
"
null,"that serves
"
null,"unintelligible
"
null,"unintelligible
"
null,"does do you know anyone who serves um
"
null,"um
"
null,"do uh
"
null,"noise
"
null,"sil
"
null,"of the venue
"
null,"sil
"
null,"sil
"
null,"unintelligible
"
null,"is there
"
null,"okay
"
null,"noise
"
null,"unintelligible
"
null,"sil
"
null,"sil
"
null,"unintelligible
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"unintelligible
"
null,"unintelligible
"
null,"noise
"
null,"serving
"
null,"cough
"
null,"type
"
null,"uh
"
null,"im sorry
"
null,"sil
"
null,"unintelligible
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"i need
"
null,"noise
"
null,"sil
"
null,"unintelligible
"
null,"noise
"
null,"unintelligible
"
null,"sil
"
null,"noise
"
null,"unintelligible
"
null,"im looking
"
null,"okay
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"any thing else
"
null,"unintelligible
"
null,"noise
"
null,"what about us
"
null,"cant
"
null,"okay
"
null,"in appleton wiscon
"
null,"noise
"
null,"noise
"
null,"unintelligible
"
null,"how about
"
null,"sil
"
null,"okay
"
null,"uh
"
null,"unintelligible
"
null,"unintelligible
"
null,"oh
"
null,"okay
"
null,"sil
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"im looking
"
null,"sil
"
null,"noise
"
null,"unintelligible
"
null,"what is the
"
null,"whats the promo code
"
null,"whats the code
"
null,"whats the code
"
null,"noise
"
null,"okay
"
null,"noise
"
null,"unintelligible
"
null,"free
"
null,"sil
"
null,"okay
"
null,"sil
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"system saying hello welcome
"
null,"unintelligible
"
null,"noise
"
null,"noise
"
null,"is
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"sorry
"
null,"sorry
"
null,"make a suggestion
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"unintelligible
"
null,"oh my god
"
null,"uh
"
null,"noise
"
null,"cough
"
null,"unintelligible
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"how about
"
null,"sil
"
null,"left
"
null,"cough
"
null,"um
"
null,"sil
"
null,"noise
"
null,"sil
"
null,"what is the
"
null,"sil
"
null,"um breath
"
null,"noise
"
null,"noise
"
null,"sil
"
null,"sil
"
null,"please
"
null,"sil
"
null,"can you hear me
"
null,"okay
"
null,"sil
"
null,"sil
"
null,"sil
"
null,"noise
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"noise
"
null,"noise
"
null,"sil
"
null,"sil
"
null,"noise
"
null,"noise
"
null,"unintelligible
"
null,"noise
"
null,"unintelligible
"
null,"unintelligible
"
null,"sil
"
null,"serve
"
null,"sil
"
null,"sil
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"sil
"
null,"what is the
"
null,"sil
"
null,"sil
"
null,"im looking
"
null,"for
"
null,"how about one that serves
"
null,"sil
"
null,"serving
"
null,"unintelligible
"
null,"aristrain
"
null,"noise
"
null,"noise
"
null,"unintelligible
"
null,"unintelligible
"
null,"sil
"
null,"noise
"
null,"unintelligible
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"sil
"
null,"sil
"
null,"sil
"
null,"sil
"
null,"unintelligible
"
null,"unintelligible
"
null,"s
"
null,"s
"
null,"tape
"
null,"sigh
"
null,"sil
"
null,"sigh
"
null,"sil
"
null,"noise
"
null,"music
"
null,"type
"
null,"sil
"
null,"sil
"
null,"music
"
null,"sil
"
null,"okay
"
null,"noise
"
null,"okay
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"okay and um
"
null,"noise
"
null,"noise
"
null,"i would like
"
null,"cough
"
null,"cough
"
null,"sil
"
null,"sil
"
null,"cough
"
null,"medium
"
null,"im loo
"
null,"unintelligible
"
null,"sil
"
null,"sil
"
null,"noise
"
null,"sil
"
null,"noise
"
null,"noise
"
null,"unintelligible
"
null,"unintelligible
"
null,"after
"
null,"looking for a
"
null,"sil
"
null,"sil
"
null,"uh
"
null,"noise
"
null,"noise
"
null,"unintelligible
"
null,"unintelligible
"
null,"knocking
"
null,"cough
"
null,"unintelligible
"
null,"noise
"
null,"breathing
"
null,"town
"
null,"dress
"
null,"dress
"
null,"dress
"
null,"dress
"
null,"sil
"
null,"noise
"
null,"suggestion
"
null,"noise
"
null,"noise
"
null,"done
"
null,"finished
"
null,"i need
"
null,"sil
"
null,"was
"
null,"range please
"
null,"noise
"
null,"noise
"
null,"sil
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"sil
"
null,"unintelligible
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"incorrect
"
null,"incorrect
"
null,"is there
"
null,"is there
"
null,"noise
"
null,"sil
"
null,"noise
"
null,"unintelligible
"
null,"unintelligible
"
null,"noise
"
null,"sil
"
null,"sil
"
null,"give me the least
"
null,"sil
"
null,"what about
"
null,"sil
"
null,"unintelligible
"
null,"noise
"
null,"cough
"
null,"cough
"
null,"unintelligible
"
null,"unintelligible
"
null,"unintelligible
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"sil
"
null,"sil
"
null,"sil
"
null,"sil
"
null,"sil
"
null,"care
"
null,"unintelligible
"
null,"i need the nor
"
null,"sil
"
null,"sil
"
null,"uh
"
null,"medium
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"sil
"
null,"noise
"
null,"sil
"
null,"sil
"
null,"sil
"
null,"sil
"
null,"noise
"
null,"noise
"
null,"okay
"
null,"sil
"
null,"sil
"
null,"sil
"
null,"sil
"
null,"sil
"
null,"sil
"
null,"sil
"
null,"sil
"
null,"sil
"
null,"sil
"
null,"noise
"
null,"sil
"
null,"and
"
null,"oh my god
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"breathing
"
null,"breathing
"
null,"noise
"
null,"sil
"
null,"noise
"
null,"breathing
"
null,"noise
"
null,"unintelligible
"
null,"i would like
"
null,"you tell me
"
null,"do they have
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"sea
"
null,"not sure
"
null,"sil
"
null,"noise
"
null,"noise
"
null,"uh have
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"noise
"
null,"sil
"
null,"sil
"
null,"sil
"
null,"uh
"
null,"sil
"
